title,popularity,vote_count,vote_average,genre,release_year
"Love, Rosie",46.882,5357,7.8,"Comedy, Romance",2014
Curse of the Blair Witch,46.88,78,6.3,"Horror, Thriller",1999
The Invisible Guest,46.874,3622,8.2,"Drama, Mystery, Thriller",2017
Dragon Ball Z: Dead Zone,46.871,408,6.6,"Animation, Action, Fantasy",1989
Midsommar,46.858,4581,7.1,"Horror, Drama, Mystery",2019
Mi otra yo,46.852,3,6.3,Comedy,2021
Jeepers Creepers 3,46.839,624,4.8,"Horror, Mystery, Thriller",2017
The House with a Clock in Its Walls,46.832,1761,6.2,"Fantasy, Family, Comedy, Horror",2018
Wicked Minds,46.804,14,5.2,"Mystery, Drama, Romance, Thriller",2003
P2,46.77,627,6.2,"Horror, Thriller",2007
Child's Play 3,46.761,1137,5.9,"Horror, Thriller",1991
Daredevil,46.754,4127,5.2,"Fantasy, Action",2003
30 Minutes or Less,46.752,1344,5.7,"Action, Adventure, Comedy",2011
Bruised,46.71,280,7,Drama,2021
Se7en,46.685,16665,8.3,"Crime, Mystery, Thriller",1995
Greta,46.672,999,6.6,"Mystery, Thriller, Horror",2018
The Boy,46.657,3176,5.9,"Horror, Thriller, Mystery",2016
Scooby-Doo 2: Monsters Unleashed,46.617,2176,6,"Mystery, Fantasy, Adventure, Comedy",2004
The Greatest Showman,46.533,7982,8,Drama,2017
The Human Centipede (First Sequence),46.514,1648,5.2,Horror,2009
Clean Sex,46.503,13,7.5,Comedy,2015
Barbie and the Magic of Pegasus 3-D,46.498,544,7.1,"Animation, Family, Romance",2005
Bruce Almighty,46.485,8972,6.7,"Fantasy, Comedy",2003
Drag Me to Hell,46.473,2840,6.3,"Horror, Thriller",2009
Looper,46.472,8754,6.9,"Action, Thriller, Science Fiction",2012
1000 Miles From Christmas,46.441,64,6.3,"Comedy, Romance",2021
Samson,46.436,182,5.8,"Action, Drama, Adventure",2018
Shooter,46.414,3753,7.1,"Action, Drama, Mystery, Thriller, Crime",2007
Space Pirate Captain Harlock,46.405,866,6.6,"Animation, Science Fiction",2013
Ocean's Twelve,46.399,5949,6.6,"Thriller, Crime",2004
When Marnie Was There,46.358,1366,8,"Animation, Drama",2014
Annihilation,46.269,6998,6.4,"Science Fiction, Horror",2018
Pocahontas,46.269,4758,7,"Adventure, Animation, Family, Romance",1995
Porno,46.236,206,6.4,"Comedy, Horror",2019
What Happened to Monday,46.203,5156,7.2,"Science Fiction, Thriller, Drama, Mystery",2017
Latte and the Magic Waterstone,46.175,84,6.7,"Animation, Adventure, Family, Comedy",2019
Piranha 3D,46.161,1718,5.4,"Comedy, Horror",2010
The Cabin in the Woods,46.146,6397,6.6,"Horror, Comedy, Fantasy, Thriller",2012
Sword Art Online the Movie -Progressive- Aria of a Starless Night,46.145,10,8.1,"Animation, Action, Fantasy, Science Fiction",2021
Friday the 13th,46.145,2149,6.4,Horror,1980
Sex Doll,46.139,102,5.5,"Drama, Thriller, Mystery",2016
Astro Boy,46.138,1214,6.3,"Animation, Action, Family, Science Fiction",2009
Sounds Like Love,46.136,109,6.6,"Comedy, Romance",2021
Terminator 3: Rise of the Machines,46.101,5301,6.1,"Action, Thriller, Science Fiction",2003
Re:ZERO -Starting Life in Another World- Memory Snow,46.083,139,7.2,"Animation, Adventure, Fantasy",2018
So Undercover,46.05,997,6.1,"Action, Comedy",2012
Goosebumps,45.998,3177,6.3,"Adventure, Horror, Comedy",2015
The Evil Dead,45.99,2834,7.3,Horror,1981
The Bourne Legacy,45.984,4805,6.2,"Action, Thriller",2012
Little Women,45.981,4628,7.9,"Drama, Romance",2019
Lev Yashin. The Dream Goalkeeper,45.888,38,8.1,Drama,2019
Along with the Gods: The Two Worlds,45.882,497,8.1,"Drama, Fantasy, Action",2017
Bird Box,45.862,8213,6.9,"Thriller, Drama, Science Fiction",2018
Underworld,45.787,5143,6.8,"Fantasy, Action, Thriller",2003
Top Gun,45.764,5235,7,"Action, Drama, Adventure",1986
"Crazy, Stupid, Love.",45.735,6767,7.2,"Comedy, Drama, Romance",2011
"The Good, the Bad and the Ugly",45.733,6479,8.5,Western,1966
RED 2,45.717,3351,6.5,"Action, Comedy, Crime, Thriller",2013
I Care a Lot,45.716,1937,6.7,"Comedy, Crime, Thriller, Drama",2021
The Babysitter,45.716,2830,6.1,"Comedy, Horror",2017
The Human Centipede 2 (Full Sequence),45.701,1001,4.8,"Drama, Horror, Crime",2011
Ben-Hur,45.647,2032,7.8,"Action, Drama, History",1959
The Longest Yard,45.626,2603,6.6,Comedy,2005
Escape Plan 2: Hades,45.619,1117,5.1,Action,2018
Nanny McPhee,45.613,2507,6.6,"Fantasy, Comedy, Family",2005
Tinker Bell and the Great Fairy Rescue,45.587,712,6.7,"Animation, Adventure, Family, Fantasy",2010
Bloodshot,45.582,4211,6.8,"Action, Science Fiction",2020
Star Wars: Episode I - The Phantom Menace,45.562,11924,6.5,"Adventure, Action, Science Fiction",1999
Meet the Robinsons,45.543,2230,6.9,"Animation, Comedy, Family",2007
Hot Girls Wanted,45.522,470,5.9,Documentary,2015
The Divine Fury,45.477,185,6.8,"Action, Horror",2019
Lawless,45.459,2524,7,"Crime, Drama, Western",2012
The Unborn,45.459,1115,5.2,"Horror, Thriller, Mystery",2009
Cadaver,45.455,453,5.6,"Drama, Horror, Thriller",2020
Out of Death,45.387,152,6,"Crime, Action, Thriller",2021
"Sex, Party and Lies",45.386,115,4.5,"Comedy, Drama",2009
Black as Night,45.366,70,5.5,"Horror, Thriller",2021
PAW Patrol: Mighty Pups,45.359,500,7.6,"Adventure, Animation, Family, Action",2018
Cursed,45.335,526,5.5,"Horror, Comedy",2005
The Day After Tomorrow,45.333,6482,6.5,"Action, Adventure, Science Fiction, Thriller",2004
The Osiris Child,45.314,371,5.4,Science Fiction,2016
The Green Knight,45.302,976,6.5,"Adventure, Drama, Fantasy",2021
The Card Counter,45.259,425,6.4,"Drama, Crime, Thriller",2021
A Dog's Way Home,45.251,850,7.3,"Drama, Adventure, Family",2019
Source Code,45.21,6756,7.3,"Thriller, Science Fiction, Mystery",2011
Minions,45.208,9143,6.4,"Family, Animation, Adventure, Comedy",2015
My Extraordinary Summer With Tess,45.162,31,7.5,Drama,2019
Parasyte: Part 2,45.155,121,7,"Science Fiction, Horror",2015
Mortal Kombat Legends: Scorpion's Revenge,45.15,1072,8.3,"Animation, Action, Fantasy",2020
The Amityville Harvest,45.071,19,6.7,Horror,2020
The Mortuary Collection,45.04,271,6.9,"Fantasy, Horror",2020
Paranormal Activity: Tokyo Night,45.017,332,6.1,"Horror, Thriller",2010
Naruto: Legend of the Stone of Gelel,45.006,257,6.6,"Animation, Adventure, Fantasy",2005
Justice League: War,44.97,809,7.6,"Animation, Action",2014
Wrong Turn 6: Last Resort,44.965,603,5.3,Horror,2014
Ben 10 Alien Swarm,44.956,249,6.2,Adventure,2009
The Monkey King,44.923,160,5.7,"Action, Adventure, Family",2014
Scooby-Doo! and the Reluctant Werewolf,44.915,243,7.4,"Animation, Comedy, Family, Mystery, TV Movie",1988
Halo Legends,44.889,102,7.4,"Animation, War, Drama",2010
1917,44.866,9459,8,"War, Drama, Action, Thriller",2019
Dragonheart: Vengeance,44.831,253,7,"Fantasy, Action, Adventure",2020
Kakegurui: The Movie,44.711,53,7.7,"Drama, Mystery, Thriller",2019
Ice Age: The Great Egg-Scapade,44.673,381,6.4,"Adventure, Animation, Comedy, Family, TV Movie",2016
"Salò, or the 120 Days of Sodom",44.658,1408,6.5,"War, Drama, Horror",1975
Smallfoot,44.654,1223,6.8,"Family, Animation, Adventure, Fantasy",2018
Barbie Mariposa,44.621,395,6.7,"Animation, Fantasy, Family",2008
The Last Warrior: A Messenger of Darkness,44.609,23,7.3,"Fantasy, Adventure",2021
Transformers: Rise of the Beasts,44.599,0,0,"Action, Science Fiction, Adventure",2023
Top Gun: Maverick,44.584,0,0,"Action, Drama",2022
GoodFellas,44.572,9860,8.5,"Drama, Crime",1990
Monsters vs Aliens,44.569,3754,6.2,"Animation, Family, Adventure, Science Fiction",2009
6 Bullets,44.565,252,6,"Thriller, Action, Crime",2012
The Rebound,44.548,724,6.5,"Romance, Comedy",2009
Nausicaä of the Valley of the Wind,44.53,2600,7.9,"Adventure, Animation, Fantasy",1984
Passengers,44.528,11236,6.9,"Drama, Romance, Science Fiction",2016
Blackhat,44.516,1656,5.4,"Crime, Thriller, Action",2015
A History of Violence,44.516,2444,7.2,"Drama, Thriller, Crime",2005
Chernobyl Diaries,44.505,1294,5.2,"Horror, Thriller",2012
A Clockwork Orange,44.432,10473,8.2,"Science Fiction, Drama",1971
Barbie and the Three Musketeers,44.427,525,7.2,"Animation, Family",2009
A Star Is Born,44.42,10112,7.5,"Drama, Romance, Music",2018
A Dog's Journey,44.405,1076,8.1,"Family, Adventure, Drama",2019
Tomb Raider,44.367,6585,6.3,"Action, Adventure, Fantasy",2018
Storks,44.359,1931,6.6,"Adventure, Animation, Comedy, Family",2016
Parasyte: Part 1,44.344,176,7.1,"Science Fiction, Horror",2014
The House of Flowers: The Movie,44.335,90,8.2,Drama,2021
Puss in Boots,44.318,2509,6.4,"Animation, Adventure, Comedy, Family",2011
The Game Plan,44.306,1603,6.4,"Comedy, Family",2007
Cold Pursuit,44.261,1991,5.7,"Action, Crime, Thriller",2019
Dragon Ball Z: Gather Together! Goku's World,44.238,70,7.2,"Action, Animation, Adventure",1992
The Lorax,44.232,2745,6.5,"Animation, Family",2012
Neon Genesis Evangelion: The End of Evangelion,44.216,1025,8.4,"Drama, Science Fiction, Animation, Action",1997
Child's Play 2,44.208,1317,6.2,"Horror, Thriller",1990
Eternal Sunshine of the Spotless Mind,44.194,12044,8.1,"Science Fiction, Drama, Romance",2004
I Spit on Your Grave III: Vengeance is Mine,44.162,736,5.7,"Horror, Thriller",2015
My Son,44.15,180,6.4,"Crime, Drama, Mystery",2021
The Lego Movie,44.143,6476,7.4,"Adventure, Animation, Comedy, Family, Fantasy",2014
Ghosts of War,44.139,279,6.1,"Horror, Thriller, War, Fantasy",2020
Digimon Adventure: Last Evolution Kizuna,44.091,100,7.8,"Animation, Action, Thriller, Adventure, Fantasy",2020
Born to Race: Fast Track,44.077,75,6.6,Action,2014
Quantum of Solace,44.059,6441,6.3,"Adventure, Action, Thriller, Crime",2008
The Lovely Bones,44.047,3724,7,"Fantasy, Drama",2009
No Escape,44.046,2082,6.9,Thriller,2015
The Curious Case of Benjamin Button,44.043,10520,7.6,"Drama, Fantasy, Romance",2008
12 Hour Shift,44.038,155,5.4,"Thriller, Horror, Comedy, Crime",2020
Toy Story That Time Forgot,44.033,782,7,"Animation, Family, Adventure, Comedy",2014
Justice League: Gods and Monsters,44.02,444,7.2,"Action, Animation, Fantasy",2015
All About Sex,44.018,3,7.3,"Comedy, Drama, Romance",2021
I Am Sam,44.011,1818,7.6,Drama,2001
Who Framed Roger Rabbit,44.01,4564,7.5,"Fantasy, Animation, Comedy, Crime, Family",1988
Don Jon,44.004,3692,6,"Romance, Comedy, Drama",2013
Mr. Peabody & Sherman,43.992,1972,6.7,"Animation, Adventure, Family",2014
Hulk,43.979,4698,5.5,"Action, Science Fiction",2003
Romance,43.883,165,5.3,"Drama, Romance",1999
Rocky III,43.847,3125,6.8,Drama,1982
Psycho Goreman,43.791,208,6.1,"Science Fiction, Comedy, Horror",2020
Guardians,43.749,594,4.9,"Action, Fantasy, Science Fiction",2017
Leprechaun,43.723,546,5.6,"Comedy, Horror, Thriller",1993
Goosebumps 2: Haunted Halloween,43.717,1153,6.1,"Adventure, Comedy, Fantasy, Family, Horror",2018
Taxi Driver,43.702,9124,8.2,"Crime, Drama",1976
Robin Hood,43.687,3596,7.3,"Animation, Family",1973
Meet Joe Black,43.676,3801,7.2,"Fantasy, Drama, Romance",1998
V for Vendetta,43.667,12002,7.9,"Action, Thriller, Fantasy",2006
Neighbors,43.665,6051,6.2,Comedy,2014
Tangled Ever After,43.633,870,7.1,"Animation, Comedy, Action, Family",2012
2 Guns,43.617,3390,6.5,"Action, Comedy, Crime",2013
The Other Woman,43.611,3070,6.4,"Comedy, Romance",2014
Cast Away,43.596,9245,7.7,"Adventure, Drama",2000
Resident Evil: Damnation,43.573,620,6.9,"Animation, Horror, Action",2012
Operation Y and Other Shurik's Adventures,43.553,192,8,Comedy,1965
Sherlock Holmes,43.526,12026,7.2,"Action, Adventure, Crime, Mystery",2009
Percy Jackson: Sea of Monsters,43.522,4391,6,"Adventure, Family, Fantasy",2013
Hunter x Hunter: The Last Mission,43.493,122,7.2,"Adventure, Animation, Action, Fantasy",2013
Saw V,43.488,2666,6.2,"Horror, Thriller, Crime",2008
The Pianist,43.484,7101,8.4,"Drama, War",2002
BIA: An Upside Down World,43.478,114,7.8,"Comedy, Drama, Family",2021
Sin Nombre,43.456,493,7.6,"Drama, Action, Thriller, Crime",2009
Intersect,43.45,43,5.8,"Horror, Science Fiction, Thriller",2020
Paranormal Activity 3,43.439,1775,5.9,"Horror, Mystery",2011
Kingsglaive: Final Fantasy XV,43.413,538,6.8,"Animation, Science Fiction, Action",2016
Death Race: Beyond Anarchy,43.361,226,6.4,"Action, Thriller, Science Fiction",2018
Black Hawk Down,43.358,4476,7.4,"Action, History, War",2001
Saw VI,43.349,2427,6.3,"Horror, Mystery",2009
Silver Linings Playbook,43.346,10365,7.1,"Drama, Comedy, Romance",2012
It's a Wonderful Life,43.311,3236,8.3,"Drama, Family, Fantasy",1946
Robots,43.309,3733,6.4,"Animation, Comedy, Family, Science Fiction",2005
Kama Sutra: A Tale of Love,43.298,118,5.7,"Drama, History, Romance",1996
Zookeeper,43.29,1341,5.4,"Comedy, Romance, Family",2011
The Boy Who Harnessed the Wind,43.275,1216,7.9,"Drama, History, Family",2019
Modest Heroes,43.269,117,6.6,"Animation, Fantasy, Adventure, Drama",2018
Wonder,43.266,6728,8.2,"Drama, Family",2017
Good Will Hunting,43.247,9404,8.1,Drama,1997
Bridge to Terabithia,43.208,3772,7.3,"Adventure, Drama, Family",2007
Dog Years,43.188,87,6.2,"Romance, Comedy",2021
Son of the Mask,43.18,1428,4.2,"Fantasy, Comedy, Family, Adventure",2005
Suicide Squad: Hell to Pay,43.13,445,7.2,"Science Fiction, Action, Animation",2018
Underdogs,43.119,340,6.5,"Animation, Adventure, Romance",2013
Overdrive,43.088,776,6.1,"Thriller, Action, Mystery",2017
Barbie and the Diamond Castle,43.079,659,7.4,"Animation, Family",2008
The Lego Movie 2: The Second Part,43.062,1636,6.7,"Action, Adventure, Animation, Comedy, Family",2019
Nothing to Lose,43.059,72,5.4,"Drama, History",2018
A Tale of Two Sisters,43.044,828,7.1,"Drama, Horror, Mystery",2003
Flavors of Youth,43.026,452,6.8,"Animation, Romance, Drama",2018
Indiana Jones and the Last Crusade,42.988,7987,7.8,"Adventure, Action",1989
The Host,42.918,2068,7,"Horror, Drama, Science Fiction",2006
The Da Vinci Code,42.898,7717,6.7,"Thriller, Mystery",2006
The Garden of Words,42.878,1525,7.6,"Animation, Drama, Romance",2013
Boss Level,42.842,938,6.9,"Action, Science Fiction, Thriller",2021
Ong Bak 2,42.828,494,6.4,"Adventure, Action, Thriller",2008
Leprechaun: Back 2 tha Hood,42.811,120,5.2,"Horror, Comedy",2003
The Grudge,42.801,2351,5.9,"Horror, Mystery, Thriller",2004
Aliens,42.781,7527,7.9,"Action, Thriller, Science Fiction",1986
The Boy Who Killed My Parents,42.766,145,6.4,"Crime, Drama, Thriller",2021
Crawl,42.749,2460,6.3,"Thriller, Horror, Action",2019
Planet of the Apes,42.737,3218,5.7,"Thriller, Science Fiction, Action, Adventure",2001
Dark Shadows,42.71,6107,6,"Comedy, Fantasy",2012
Pleasure,42.701,77,6.2,Drama,2021
The Legend of Siren XXX,42.685,10,4.2,Horror,2010
Self/less,42.681,2572,6.4,"Science Fiction, Mystery, Thriller",2015
The Transporter Refueled,42.664,1243,5.5,"Action, Thriller, Crime",2015
Red Sparrow,42.657,5087,6.5,"Mystery, Thriller",2018
Friday the 13th Part 2,42.651,1199,6.1,"Horror, Thriller",1981
The Dark Tower,42.643,4237,5.7,"Fantasy, Action, Science Fiction, Adventure",2017
Goodbye World,42.608,114,5.3,"Drama, Comedy",2013
Allegiant,42.602,5687,6.1,"Adventure, Science Fiction, Action, Mystery",2016
The Good Doctor,42.6,185,6.2,"Drama, Thriller, Mystery",2011
The Son of Bigfoot,42.596,374,6.6,"Family, Animation, Comedy",2017
Never Back Down,42.577,1890,6.7,"Drama, Action",2008
Jigsaw,42.533,2918,6.2,"Horror, Crime, Mystery, Thriller",2017
50 Greatest Harry Potter Moments,42.532,49,8,Documentary,2011
Cashback,42.512,88,6.9,"Drama, Comedy",2004
The Intruder,42.508,13,5.3,Thriller,2021
"Yes, God, Yes",42.47,353,6.4,"Comedy, Drama",2020
If I Stay,42.463,3783,7.4,Drama,2014
War of the Arrows,42.461,189,7.2,"Drama, Action, History, Thriller",2011
Garfield: A Tail of Two Kitties,42.455,1717,5.5,"Comedy, Family, Adventure, Animation",2006
Ghostbusters II,42.394,3381,6.5,"Comedy, Fantasy",1989
Chicken Little,42.37,3206,5.9,"Animation, Family, Comedy",2005
Die Hard 2,42.37,4560,6.9,"Action, Thriller",1990
Dunkirk,42.357,13836,7.5,"War, Action, Drama",2017
Raiders of the Lost Ark,42.353,9903,7.9,"Adventure, Action",1981
Deepwater Horizon,42.344,3709,6.8,"Drama, Action",2016
The Blair Witch Project,42.313,3647,6.3,"Horror, Mystery",1999
Hostel,42.275,2848,5.9,Horror,2006
Where the Wild Things Are,42.267,1489,6.5,"Family, Fantasy, Science Fiction, Drama",2009
Inferno,42.261,5420,6,"Mystery, Thriller, Drama, Action",2016
Paranormal Activity: The Marked Ones,42.238,1161,5.4,"Horror, Thriller",2014
Dawn of the Dead,42.226,3059,7,"Action, Horror",2004
Promare,42.222,172,7.1,"Animation, Action, Science Fiction",2019
Naruto: The Lost Story - Mission: Protect the Waterfall Village!,42.167,57,6.8,"Animation, Action, Adventure",2003
The Boss Baby,42.14,6128,6.5,"Animation, Comedy, Family",2017
Dolittle,42.11,2896,6.7,"Family, Fantasy, Adventure",2020
The Case for Christ,42.108,205,6.8,Drama,2017
Mr. Popper's Penguins,42.096,2387,5.9,"Comedy, Family",2011
3-D Sex and Zen: Extreme Ecstasy,42.084,62,4.7,"Drama, Adventure, Romance",2011
On Your Wedding Day,42.066,123,7.6,Romance,2018
3:10 to Yuma,42.056,2772,7.2,Western,2007
Castle Freak,42.042,36,5,Horror,2020
Woodlawn,42.022,145,7,Drama,2015
Star Wars: Episode III - Revenge of the Sith,41.997,11189,7.4,"Science Fiction, Adventure, Action",2005
Zodiac,41.95,8177,7.5,"Crime, Drama, Mystery, Thriller",2007
Halo: Nightfall,41.925,105,7,Science Fiction,2014
Night of the Living Dead,41.911,651,6.8,Horror,1990
Three Steps Over Heaven,41.902,592,5.7,"Drama, Romance",2004
Thir13en Ghosts,41.897,1579,6.2,"Horror, Thriller",2001
Diary of a Wimpy Kid,41.881,1224,6.2,"Comedy, Family",2010
Saint Seiya: Warriors of the Final Holy Battle,41.873,148,7.3,"Action, Animation, Fantasy",1989
One Piece 3D: Straw Hat Chase,41.873,103,6.7,Animation,2011
Overboard,41.861,1129,6.6,"Romance, Comedy",2018
Beethoven's Big Break,41.86,117,5.2,"Comedy, Family",2008
Van Helsing,41.803,4734,6.3,"Horror, Adventure, Action",2004
I Am Number Four,41.802,3958,6.2,"Action, Thriller, Science Fiction, Adventure",2011
Rocky Balboa,41.747,2687,6.8,"Drama, Action",2006
The Princess Diaries,41.737,4058,6.9,"Comedy, Family, Romance",2001
Death Note,41.732,500,6.9,"Fantasy, Mystery, Thriller",2006
Tinker Bell and the Lost Treasure,41.709,772,6.7,"Animation, Family, Adventure, Fantasy",2009
Space Jam,41.684,4985,6.9,"Family, Animation, Comedy, Science Fiction",1996
League of Gods,41.659,94,5.5,"Action, Fantasy",2016
Homunculus,41.612,64,5.9,"Drama, Thriller",2021
Beasts Clawing at Straws,41.612,131,7.2,"Mystery, Thriller, Crime, Comedy, Drama",2020
Watchmen,41.569,7446,7.3,"Action, Mystery, Science Fiction",2009
Into the Storm,41.563,1698,6,"Action, Thriller",2014
Smurfs: The Lost Village,41.555,1176,6.3,"Family, Adventure, Animation, Comedy",2017
My Best Friend's Girl,41.53,589,5.7,"Romance, Comedy",2008
The Prince of Egypt,41.526,3106,7.2,"Adventure, Animation, Drama, Family",1998
The Goonies,41.505,4604,7.5,"Adventure, Comedy, Family",1985
Date Night,41.478,2352,6.1,"Comedy, Action, Adventure",2010
Braven,41.42,800,6.2,"Drama, Action, Thriller",2018
Vacation,41.345,3045,6.3,Comedy,2015
Lucas,41.337,17,5.9,Drama,2021
Jason Goes to Hell: The Final Friday,41.336,690,4.5,Horror,1993
The Girl Who Killed Her Parents,41.317,171,6.5,"Crime, Drama, Thriller",2021
Armageddon,41.315,6449,6.8,"Action, Thriller, Science Fiction, Adventure",1998
The Autopsy of Jane Doe,41.313,3239,6.7,"Horror, Mystery",2016
The Huntsman: Winter's War,41.31,4151,6.3,"Action, Adventure, Drama",2016
The Foreigner,41.302,1904,6.8,"Action, Thriller",2017
The Hidden Face,41.288,773,7.3,"Thriller, Mystery",2011
The Tit and the Moon,41.273,53,6.3,"Drama, Comedy",1994
Beyond the Boundary: I'll Be Here – Past,41.259,44,6.9,"Animation, Fantasy, Action, Drama, Comedy",2015
The Wolf and the Lion,41.25,74,7.2,"Adventure, Family",2021
